Target ID,Target Name,Site Center WKT,Site Shape WKT
fossil0192,fossil_Dofasco_powerplant,POINT(-79.8111 43.2597),"POLYGON((-80.17894920074745 42.98907015881238,-80.18221477287852 43.52912367381371,-79.43998522712147 43.52912367381371,-79.44325079925254 42.98907015881238,-80.17894920074745 42.98907015881238))"
fossil0193,fossil_Belchatow_powerplant,POINT(19.331 51.268),"POLYGON((18.90365547784629 50.9975575476463,18.89862425440569 51.5368517790034,19.76337574559429 51.5368517790034,19.75834452215369 50.9975575476463,18.90365547784629 50.9975575476463))"
fossil0194,fossil_Dangjin_Yonghungdo_Taean_powerplants,POINT(126.511 37.057),"POLYGON((126.1749035431368 36.78619690359454,126.1725105450304 37.32683177618858,126.8494894549697 37.32683177618858,126.8470964568633 36.78619690359454,126.1749035431368 36.78619690359454))"
fossil0195,fossil_Shaiba_powerplant,POINT(39.5551 20.66267),"POLYGON((39.26770489762268 20.39145727044034,39.2666839426908 20.93339375747966,39.84351605730922 20.93339375747966,39.84249510237734 20.39145727044034,39.26770489762268 20.39145727044034))"
fossil0196,fossil_AlQurayyah_powerplant,POINT(50.126 25.844),"POLYGON((49.82742384848487 25.57289708678455,49.82606116338107 26.11447625941348,50.42593883661894 26.11447625941348,50.42457615151514 25.57289708678455,49.82742384848487 25.57289708678455))"
fossil0197,fossil_Arnot_Duvha_Hendrina_powerplants,POINT(29.611 -26.0331),"POLYGON((29.31057612441444 -26.30356656616352,29.31195247532543 -25.76200155444274,29.91004752467452 -25.76200155444274,29.91142387558554 -26.30356656616352,29.31057612441444 -26.30356656616352))"
fossil0198,fossil_Duvha_Kendal_Kriel_Matla_powerplants,POINT(29.175447 -25.878083),"POLYGON((28.87542109764104 -26.14855751561621,28.87678623882201 -25.60698088989468,29.47410776117798 -25.60698088989468,29.47547290235894 -26.14855751561621,28.87542109764104 -26.14855751561621))"
fossil0199,fossil_Vindhyachal_Sasan_Singrauli_Rihand_powerplants,POINT(82.67361 24.09722),"POLYGON((82.37916899460555 23.82607724038503,82.3779282393017 24.36778365919817,82.9692917606983 24.36778365919817,82.96805100539444 23.82607724038503,82.37916899460555 23.82607724038503))"
fossil0200,fossil_Pingwei_Tianji_Bengbu_Fengtai_Luohe_powerplants,POINT(116.9005 32.68613),"POLYGON((116.5815705838858 32.41520386255783,116.5796415974572 32.95622880461595,117.2213584025427 32.95622880461595,117.2194294161141 32.41520386255783,116.5815705838858 32.41520386255783))"
fossil0201,fossil_Hazelwood_Yallourn_Loy_Yang_powerplants,POINT(146.395 -38.2636),"POLYGON((146.0509329977468 -38.53335492863952,146.0534731079047 -37.99283121139653,146.7365268920952 -37.99283121139653,146.7390670022531 -38.53335492863952,146.0509329977468 -38.53335492863952))"
fossil0202,fossil_Stanwell_powerplant,POINT(150.3185 -23.5106),"POLYGON((150.0241601592905 -23.78119212649268,150.0253616069369 -23.23944446768549,150.6116383930631 -23.23944446768549,150.6128398407094 -23.78119212649268,150.0241601592905 -23.78119212649268))"
fossil0203,fossil_San_Francisco_USA,POINT(-122.18542 37.73865000000003),"POLYGON((-122.6346678727425 37.37737672723046,-122.6389816800654 38.09817900065048,-121.7318583199345 38.09817900065048,-121.7361721272574 37.37737672723046,-122.6346678727425 37.37737672723046))"
fossil0204,fossil_Wagner_powerplant,POINT(-76.5268 39.1781),"POLYGON((-76.87266499199859 38.90735713816164,-76.8753230774791 39.44779583844277,-76.17827692252092 39.44779583844277,-76.18093500800143 38.90735713816164,-76.87266499199859 38.90735713816164))"
fossil0205,fossil_Dickerson_powerplant,POINT(-77.4644 39.2097),"POLYGON((-77.81041845190953 38.93895803194449,-77.81308071967811 39.47939378383367,-77.11571928032191 39.47939378383367,-77.1183815480905 38.93895803194449,-77.81041845190953 38.93895803194449))"
fossil0206,fossil_Joliet_powerplant,POINT(-88.1238 41.4946),"POLYGON((-88.48158362241224 41.22392202911968,-88.48456876109032 41.76414302069523,-87.76303123890972 41.76414302069523,-87.76601637758785 41.22392202911968,-88.48158362241224 41.22392202911968))"
fossil0207,fossil_Somerset_Operating_powerplant,POINT(-78.6047 43.3589),"POLYGON((-78.97314227531979 43.08827281738955,-78.9764245091456 43.628316893867,-78.2329754908543 43.628316893867,-78.23625772468012 43.08827281738955,-78.97314227531979 43.08827281738955))"
fossil0208,fossil_Will_County_powerplant,POINT(-88.0629 41.6334),"POLYGON((-88.42144284108923 41.36272586392873,-88.42444898524565 41.90293372520482,-87.70135101475432 41.90293372520482,-87.70435715891074 41.36272586392873,-88.42144284108923 41.36272586392873))"
fossil0209,fossil_Hammond_powerplant,POINT(-85.3456 34.2528),"POLYGON((-85.67026055800238 33.98191750690878,-85.67234468871749 34.52280522220045,-85.0188553112825 34.52280522220045,-85.0209394419976 33.98191750690878,-85.67026055800238 33.98191750690878))"
fossil0210,fossil_Avon Lake_powerplant,POINT(-82.0546 41.5045),"POLYGON((-82.41243759781668 41.23382230288648,-82.41542422909907 41.77404235819966,-81.69377577090097 41.77404235819966,-81.69676240218337 41.23382230288648,-82.41243759781668 41.23382230288648))"
fossil0211,fossil_North_Valmy_powerplant,POINT(-117.1516 40.8813),"POLYGON((-117.506091936688 40.6106050001647,-117.5089862588412 41.15088390800514,-116.7942137411588 41.15088390800514,-116.797108063312 40.6106050001647,-117.506091936688 40.6106050001647))"
fossil0212,fossil_Meramec_powerplant,POINT(-90.3358 38.4017),"POLYGON((-90.67796941374456 38.1309351328982,-90.68052696856387 38.67144605152679,-89.99107303143614 38.67144605152679,-89.99363058625545 38.1309351328982,-90.67796941374456 38.1309351328982))"
fossil0213,fossil_GG_Allen_powerplant,POINT(-81.0122 35.1897),"POLYGON((-81.3405064284567 34.91884390855673,-81.34268901645373 35.45964809925279,-80.68171098354622 35.45964809925279,-80.68389357154331 34.91884390855673,-81.3405064284567 34.91884390855673))"
fossil0214,fossil_Datang_Tuoketuo_powerplant,POINT(111.3589 40.1947),"POLYGON((111.0079745804157 39.92398579276321,111.0051782150634 40.46432931902191,111.7126217849366 40.46432931902191,111.7098254195843 39.92398579276321,111.0079745804157 39.92398579276321))"
fossil0215,fossil_Waigaoqiao_powerplant,POINT(121.6003 31.3536),"POLYGON((121.2859060299995 31.08263742210895,121.2841005090652 31.62377641619814,121.9164994909348 31.62377641619814,121.9146939700005 31.08263742210895,121.2859060299995 31.08263742210895))"
fossil0217,fossil_Niederaussem_powerplant,POINT(6.6685 50.993),"POLYGON((6.243661750016617 50.72255235841523,6.238709131162357 51.26187227086061,7.098290868837642 51.26187227086061,7.093338249983383 50.72255235841523,6.243661750016617 50.72255235841523))"
fossil0218,fossil_Mundra_Umpp_powerplant,POINT(69.5281 22.8158),"POLYGON((69.23645034959148 22.54462976058219,69.2352944678024 23.08642525472155,69.82090553219759 23.08642525472155,69.81974965040851 22.54462976058219,69.23645034959148 22.54462976058219))"
fossil0219,fossil_Rihand_powerplant,POINT(82.7915 24.026999999999997),"POLYGON((82.4972171537888 23.75585569471066,82.49598114526445 24.29756709056922,83.08701885473556 24.29756709056922,83.08578284621122 23.75585569471066,82.4972171537888 23.75585569471066))"
fossil0220,fossil_Sasan_powerplant,POINT(82.6275 23.9784),"POLYGON((82.33332625993332 23.70725462757536,82.33209353001337 24.2489694616873,82.92290646998663 24.2489694616873,82.92167374006668 23.70725462757536,82.33332625993332 23.70725462757536))"
fossil0221,fossil_PLTU_Paiton_powerplant,POINT(113.5827 -7.7184),"POLYGON((113.3105814729709 -7.989570433524237,113.3109281715544 -7.447053215103953,113.8544718284456 -7.447053215103953,113.8548185270292 -7.989570433524237,113.3105814729709 -7.989570433524237))"
fossil0222,fossil_Hekinan_powerplant,POINT(136.9609 34.8352),"POLYGON((136.6339929782561 34.56433389793535,136.6318481715649 35.1051698129107,137.2899518284352 35.1051698129107,137.2878070217439 34.56433389793535,136.6339929782561 34.56433389793535))"
fossil0223,fossil_Kendal_powerplant,POINT(28.9689 -26.088),"POLYGON((28.66833439990583 -26.35846374365634,28.66971473619874 -25.81690285688117,29.26808526380126 -25.81690285688117,29.26946560009417 -26.35846374365634,28.66833439990583 -26.35846374365634))"
fossil0224,fossil_Korba_powerplant,POINT(82.692 22.397),"POLYGON((83.081464 22.757742,82.302536 22.757742,82.304543 22.035308,83.079457 22.035308,83.081464 22.757742))"
fossil0225,fossil_Tropomi_2_powerplant,POINT(129.303 35.502),"POLYGON((129.745857 35.861707,128.860128 35.861695,128.864084 35.14066,129.741932 35.140672,129.745857 35.861707))"
fossil0226,fossil_Az_Zour_powerplant,POINT(48.334 28.696),"POLYGON((48.744742 29.056271,47.923273 29.056284,47.926067 28.334471,48.741919 28.334459,48.744742 29.056271))"
fossil0227,fossil_Gwangyang_powerplant,POINT(127.723 34.93),"POLYGON((128.16272 35.289759,127.283265 35.289746,127.287111 34.568642,128.158904 34.568655,128.16272 35.289759))"
fossil0228,fossil_Labadie_powerplant,POINT(-90.83605 38.561779),"POLYGON((-90.374817 38.921205,-91.297298 38.921193,-91.2927 38.200532,-90.379385 38.200544,-90.374817 38.921205))"
fossil0229,fossil_Cumberland_powerplant,POINT(-87.654117 36.391131),"POLYGON((-87.206195 36.75075,-88.102036 36.750753,-88.097922 36.029826,-87.210315 36.029823,-87.206195 36.75075))"
fossil0230,fossil_Spurlock_powerplant,POINT(-83.816281 38.699024),"POLYGON((-83.354148 39.05843,-84.278413 39.058431,-84.273799 38.337787,-83.358763 38.337787,-83.354148 39.05843))"
fossil0231,fossil_Dry_Fork_Station_powerplant,POINT(-105.462214 44.388606),"POLYGON((-104.95711 44.74745,-105.967308 44.747458,-105.961164 44.027532,-104.963274 44.027525,-104.95711 44.74745))"
fossil0232,fossil_Poplar_River_powerplant,POINT(-105.4825 49.0569),"POLYGON((-104.931241 49.415256,-106.033756 49.415258,-106.025861 48.695927,-104.939142 48.695925,-104.931241 49.415256))"
fossil0233,fossil_Algoma_Steel,POINT(-84.374 46.523),"POLYGON((-83.848297 46.881126,-84.899704 46.881126,-84.892799 46.162495,-83.855202 46.162495,-83.848297 46.881126))"
fossil0234,fossil_Lepetsk_Russia,POINT(39.65 52.55),"POLYGON((40.245804 52.907841,39.054199 52.907841,39.063877 52.189217,40.236126 52.189217,40.245804 52.907841))"
fossil0235,fossil_Intermountain_powerplant,POINT(-112.58 39.511),"POLYGON((-112.111832 39.869392,-113.048172 39.869392,-113.043358 39.150753,-112.116646 39.150753,-112.111832 39.869392))"
fossil0236,fossil_Cairo_Egypt,POINT(31.2804 30.0788),"POLYGON((31.697161 30.437469,30.863638 30.437469,30.866653 29.718826,31.694145 29.718826,31.697161 30.437469))"
fossil0237,fossil_Houston_GeoCarb_USA,POINT(-95.267275 29.70956),"POLYGON((-94.852074 30.068239,-95.682472 30.068239,-95.679512 29.349596,-94.855034 29.349596,-94.852074 30.068239))"
fossil0238,fossil_Timmins_Canada,POINT(-81.375 48.57),"POLYGON((-80.828087 48.928036,-81.921913 48.928036,-81.9142 48.209408,-80.8358 48.209408,-80.828087 48.928036))"
fossil0239,fossil_Xinjiang_Shenhuo_powerplants,POINT(89.035019 44.878326),"POLYGON((89.545296 45.236519,88.524742 45.236519,88.531082 44.517887,89.538963 44.517887,89.545296 45.236519))"
fossil0241,Stratos_TX,POINT(-102.7481 31.921),"POLYGON((-102.32309 32.279621,-103.173111 32.279621,-103.1698 31.560978,-102.326401 31.560978,-102.32309 32.279621))"
fossil0242,Irving_Oil_Refinery_Canada,POINT(-66.012 45.2838),"POLYGON((-65.498047 45.641979,-66.525955 45.641979,-66.519485 44.923344,-65.504517 44.923344,-65.498047 45.641979))"
fossil0243,Lingan_Powerplant_Canada,POINT(-60.039 46.2355),"POLYGON((-59.516094 46.593639,-60.561913 46.593639,-60.555107 45.875008,-59.522896 45.875008,-59.516094 46.593639))"
fossil0244,fossil_Fos_sur_Mer_France,POINT(4.945508 43.437733),"POLYGON((5.443322 43.795982,4.447695 43.795982,4.453573 43.077351,5.437444 43.077351,5.443322 43.795982))"
fossil0245,fossil_GansuJiuSteel_China,POINT(98.256401 39.813801),"POLYGON((98.726662 40.17218,97.786148 40.17218,97.791039 39.453541,98.721764 39.453541,98.726662 40.17218))"
fossil0246,fossil_marcellus_sw_mageq_USA,POINT(-80.597198 39.648602),"POLYGON((-80.128082 40.006989,-81.066307 40.006989,-81.061462 39.288353,-80.132935 39.288349,-80.128082 40.006989))"
fossil0247,fossil_pocahantas3_vs16_mageq_USA,POINT(81.8508 37.233898),"POLYGON((-81.397324 37.592365,-82.304283 37.592365,-82.29998 36.873726,-81.401627 36.873726,-81.397324 37.592365))"
fossil0248,fossil_memphis_datacenter_USA,POINT(-90.042801 35.073101),"POLYGON((-89.601807 35.431629,-90.483795 35.431629,-90.479927 34.71299,-89.605675 34.71299,-89.601807 35.431629))"
fossil0249,fossil_Chandigarh_India,POINT(76.76 30.74),"POLYGON((77.179634 31.098652,76.34037 31.098652,76.343483 30.380009,77.176521 30.380009,77.179634 31.098652))"
fossil0250,fossil_Ludhiana_India,POINT(75.85 30.91),"POLYGON((76.270386 31.268646,75.429604 31.268646,75.432755 30.550005,76.267242 30.550005,76.270386 31.268646))"
fossil0251,fossil_Agra_India,POINT(78 27.18),"POLYGON((78.405243 27.538744,77.594765 27.538744,77.597366 26.820101,78.402641 26.820101,78.405243 27.538744))"
fossil0252,fossil_Lucknow_India,POINT(80.95 26.85),"POLYGON((81.354027 27.208752,80.545967 27.208752,80.548523 26.490107,81.351471 26.490107,81.354027 27.208752))"
fossil0253,fossil_Kanpur_India,POINT(80.33 26.45),"POLYGON((80.732597 26.808762,79.927399 26.808762,79.929909 26.090117,80.730095 26.090117,80.732597 26.808762))"
fossil0254,fossil_Prayagraj_India,POINT(81.88 25.47),"POLYGON((82.279198 25.828785,81.480789 25.828785,81.48317 25.11014,82.276817 25.11014,82.279198 25.828785))"
fossil0255,fossil_Patna_India,POINT(85.16 25.61),"POLYGON((85.559677 25.968784,84.760323 25.968784,84.762718 25.250139,85.557281 25.250139,85.559677 25.968784))"
sif_atto,sif_ATTO_Tower_Manaus_Brazil,POINT(-59.0056 2.1459),"POLYGON((-59.18536806303243 1.965018713071685,-59.18541031200925 2.32675960596137,-58.82578968799075 2.32675960596137,-58.82583193696757 1.965018713071685,-59.18536806303243 1.965018713071685))"
sif_atto_2,sif_ATTO_Tower_Manaus_Brazil_correct,POINT(-59.0048 -2.1457),"POLYGON((-59.2745329435 -2.416979589220356,-59.2745329435 -1.874371632641471,-58.735162108 -1.874371632641471,-58.735162108 -2.416979589220356,-59.2745329435 -2.416979589220356))"
sif_barro_colorado,sif_Barro_Colorado_Panama,POINT(-79.8461 9.1543),"POLYGON((-79.481766 9.513441,-80.210434 9.513441,-80.209702 8.794794,-79.482498 8.794794,-79.481766 9.513441))"
sif_guanika,sif_Guanika_Peurto_Rico,POINT(-66.870003 17.97),"POLYGON((-66.491478 18.328957,-67.248535 18.328957,-67.246994 17.610312,-66.493011 17.610312,-66.491478 18.328957))"
sif_hrv,sif_Harvard_Forest_USA,POINT(-72.1715 42.5378),"POLYGON((-72.41426176219657 42.35749581002345,-72.41566055763269 42.71758128164716,-71.92733944236728 42.71758128164716,-71.92873823780342 42.35749581002345,-72.41426176219657 42.35749581002345))"
sif_jro,sif_Jurong_Korea,POINT(119.2173 31.8068),"POLYGON((119.0064949170365 31.62625385007733,119.0056741681624 31.98699058320004,119.4289258318377 31.98699058320004,119.4281050829635 31.62625385007733,119.0064949170365 31.62625385007733))"
sif_k34,sif_k34_Brazil,POINT(-60.209099 -2.609),"POLYGON((-59.849499 -2.249625,-60.568703 -2.249625,-60.568909 -2.968272,-59.849297 -2.968272,-59.849499 -2.249625))"
sif_k67,sif_k67_Brazil,POINT(-54.959 -2.857),"POLYGON((-54.599331 -2.49762,-55.318665 -2.49762,-55.31889 -3.216268,-54.599106 -3.216268,-54.599331 -2.49762))"
sif_lambir,sif_Lambir_Malaysia,POINT(114.016998 4.1865),"POLYGON((114.377457 4.545742,113.65654 4.545742,113.656868 3.827094,114.377121 3.827094,114.377457 4.545742))"
sif_laselva,sif_La_Selva_Costa_Rica,POINT(-84.0211 10.4333),"POLYGON((-84.20365890751329 10.25243337709306,-84.20386982254269 10.6140601907846,-83.83833017745732 10.6140601907846,-83.83854109248672 10.25243337709306,-84.20365890751329 10.25243337709306))"
sif_mead,sif_Mead_Cluster_USA,POINT(-96.455 41.1649),"POLYGON((-96.69265753520976 40.98456466360619,-96.69396238480124 41.34473664739239,-96.21603761519877 41.34473664739239,-96.21734246479025 40.98456466360619,-96.69265753520976 40.98456466360619))"
sif_mpj,sif_Pinyon_Juniper_USA,POINT(-106.2377 35.4385),"POLYGON((-106.4574787829908 35.25803411008143,-106.45846078078 35.61855866742972,-106.01693921922 35.61855866742972,-106.0179212170092 35.25803411008143,-106.4574787829908 35.25803411008143))"
sif_mzo,sif_Ozark_USA,POINT(-92.2 38.7441),"POLYGON((-92.42947415770729 38.56370933169479,-92.43063031938502 38.92403237277746,-91.96936968061499 38.92403237277746,-91.97052584229272 38.56370933169479,-92.42947415770729 38.56370933169479))"
sif_ngm,sif_Northern_Green_Mountains_Vermont_USA,POINT(-72.786575 44.447582),"POLYGON((-72.280121 44.805798,-73.293022 44.805798,-73.286835 44.087162,-72.286316 44.087162,-72.280121 44.805798))"
sif_niwot,sif_Niwot_Ridge_Colorado_USA,POINT(-105.5464 40.0329),"POLYGON((-105.7801072089452 39.85253882193856,-105.7813400197086 40.21278172469827,-105.3114599802915 40.21278172469827,-105.3126927910548 39.85253882193856,-105.7801072089452 39.85253882193856))"
sif_obs,sif_obs,POINT(105.1178 53.9872),"POLYGON((104.814209999146 53.80712626683655,104.8115851644909 54.16649485613863,105.4240148355091 54.16649485613863,105.421390000854 53.80712626683655,104.814209999146 53.80712626683655))"
sif_oko,sif_KAEFS_USA,POINT(-97.5223 34.9846),"POLYGON((-97.7408670452619 34.80412389975537,-97.74182733196453 35.16467556882923,-97.30277266803547 35.16467556882923,-97.30373295473811 34.80412389975537,-97.7408670452619 34.80412389975537))"
sif_pasoh,sif_Pasoh_Malaysia,POINT(102.313004 2.982),"POLYGON((102.672943 3.341265,101.953072 3.341265,101.9533 2.622618,102.672707 2.622618,102.672943 3.341265))"
sif_santarita,sif_Santa_Rita_Cluster_USA,POINT(-110.84 31.8214),"POLYGON((-111.0508380157811 31.64085416491181,-111.0516593602294 32.00159006875629,-110.6283406397706 32.00159006875629,-110.6291619842189 31.64085416491181,-111.0508380157811 31.64085416491181))"
sif_shq,sif_shq,POINT(115.5894 34.5203),"POLYGON((115.372044645861 34.33981349956451,115.3711060752965 34.70039273997335,115.8076939247035 34.70039273997335,115.8067553541391 34.33981349956451,115.372044645861 34.33981349956451))"
sif_umb,sif_University_of_Michigan_USA,POINT(-84.7138 45.5598),"POLYGON((-84.96914830382548 45.37956291807379,-84.97078371864757 45.73945695870084,-84.45681628135246 45.73945695870084,-84.45845169617455 45.37956291807379,-84.96914830382548 45.37956291807379))"
sif_uva,sif_University_of_Virginia_USA,POINT(-78.2739 37.9229),"POLYGON((-78.50081530170378 37.74249055211182,-78.50192535230494 38.10286424985315,-78.04587464769506 38.10286424985315,-78.0469846982962 37.74249055211182,-78.50081530170378 37.74249055211182))"
tccon100,val_anmyeondoKo,POINT(126.37289 36.62410999999999),"POLYGON((126.37289 36.5339953681968,126.37289 36.71422326575664,126.37289 36.71422326575664,126.37289 36.5339953681968,126.37289 36.5339953681968))"
tccon101,val_ascensionIsland,POINT(-14.3873 -7.9473),"POLYGON((-14.38730000000001 -8.037719391112407,-14.38730000000001 -7.856880216422124,-14.38730000000001 -7.856880216422124,-14.38730000000001 -8.037719391112407,-14.38730000000001 -8.037719391112407))"
tccon102,val_drydenCA,POINT(-117.882 34.958),"POLYGON((-117.882 34.86786035842257,-117.882 35.04813830124461,-117.882 35.04813830124461,-117.882 34.86786035842257,-117.882 34.86786035842257))"
tccon104,val_bremenDe,POINT(8.84951 53.1037),"POLYGON((8.84951000000001 53.01384254835618,8.84951000000001 53.1935560869625,8.84951000000001 53.1935560869625,8.84951000000001 53.01384254835618,8.84951000000001 53.01384254835618))"
tccon105,val_burgosPh,POINT(120.6494991 18.53249979),"POLYGON((120.6494991 18.4421541386905,120.6494991 18.62284457853189,120.6494991 18.62284457853189,120.6494991 18.4421541386905,120.6494991 18.4421541386905))"
tccon106,val_caltechCA,POINT(-118.0729 34.1231),"POLYGON((-118.0729 34.03294801869774,-118.0729 34.21325065557691,-118.0729 34.21325065557691,-118.0729 34.03294801869774,-118.0729 34.03294801869774))"
tccon107,val_darwinAu,POINT(130.9167 -12.375),"POLYGON((130.9167 -12.46539494143526,130.9167 -12.28460445882268,130.9167 -12.28460445882268,130.9167 -12.46539494143526,130.9167 -12.46539494143526))"
tccon112,val_izanaTenerifeEs,POINT(-16.518 28.29701),"POLYGON((-16.41589 28.386805,-16.62011 28.386805,-16.619938 28.207142,-16.416063 28.207142,-16.41589 28.386805))"
tccon113,val_karlsruheDe,POINT(8.43801 49.1),"POLYGON((8.438009999999991 49.01008067902922,8.438009999999991 49.18991791304734,8.438009999999991 49.18991791304734,8.438009999999991 49.01008067902922,8.438009999999991 49.01008067902922))"
tccon114,val_lamontOK,POINT(-97.4855 36.6039),"POLYGON((-97.48550000000002 36.51378506200605,-97.48550000000002 36.69401357223163,-97.48550000000002 36.69401357223163,-97.48550000000002 36.51378506200605,-97.48550000000002 36.51378506200605))"
tccon115,val_lauderNz,POINT(169.6853 -45.0022),"POLYGON((169.6853 -45.09218251668664,169.6853 -44.91221605949071,169.6853 -44.91221605949071,169.6853 -45.09218251668664,169.6853 -45.09218251668664))"
tccon122,val_orleansFr,POINT(2.1125 47.965),"POLYGON((2.112500000000011 47.87506285717823,2.112500000000011 48.0549357275933,2.112500000000011 48.0549357275933,2.112500000000011 47.87506285717823,2.112500000000011 47.87506285717823))"
tccon123,val_parisFr,POINT(2.356 48.846),"POLYGON((2.355999999999995 48.75607669853206,2.355999999999995 48.93592189171786,2.355999999999995 48.93592189171786,2.355999999999995 48.75607669853206,2.355999999999995 48.75607669853206))"
tccon124,val_parkFallsWI,POINT(-90.2725 45.9448),"POLYGON((-90.2725 45.85483097191469,-90.2725 46.03476760534448,-90.2725 46.03476760534448,-90.2725 45.85483097191469,-90.2725 45.85483097191469))"
tccon127,val_reunionIsland,POINT(55.485 -20.901),"POLYGON((55.581104 -20.81114,55.388901 -20.81114,55.388786 -20.990803,55.581219 -20.990803,55.581104 -20.81114))"
tccon128,val_rikubetsuJp,POINT(143.6997 43.45180999999999),"POLYGON((143.6997 43.36180153884452,143.6997 43.54181703888803,143.6997 43.54181703888803,143.6997 43.36180153884452,143.6997 43.36180153884452))"
tccon130,val_sagaJp,POINT(130.2882 33.2411),"POLYGON((130.2882 33.15093513814393,130.2882 33.33126355279409,130.2882 33.33126355279409,130.2882 33.15093513814393,130.2882 33.15093513814393))"
tccon134,val_tsukubaJp,POINT(140.1215 36.0513),"POLYGON((140.1215 35.96117671564657,140.1215 36.14142192662703,140.1215 36.14142192662703,140.1215 35.96117671564657,140.1215 35.96117671564657))"
tccon135,val_wollongongAu,POINT(150.8545 -34.4506),"POLYGON((150.8545 -34.54074582573998,150.8545 -34.36045284266881,150.8545 -34.36045284266881,150.8545 -34.54074582573998,150.8545 -34.54074582573998))"
tccon136,val_cyprus,POINT(33.06 35.04),"POLYGON((33.06 34.94986157767829,33.06 35.13013708061585,33.06 35.13013708061585,33.06 34.94986157767829,33.06 34.94986157767829))"
tccon137,val_Xianghe_China,POINT(116.96 39.8),"POLYGON((117.430153 40.158379,116.489838 40.158379,116.494728 39.439739,117.42527 39.439739,117.430153 40.158379))"
tccon140,val_Calakmul_Mexico,POINT(-89.4 18.6),"POLYGON((-89.020065 18.958944,-89.77993 18.958944,-89.778336 18.240299,-89.021667 18.240299,-89.020065 18.958944))"
tccon141,val_Harwell_UK,POINT(-1.35 51.57),"POLYGON((-0.767293 51.927891,-1.932707 51.927891,-1.923568 51.209267,-0.776432 51.209267,-0.767293 51.927891))"
texmex001,campaign_texmex_corpus_christi,POINT(-97.405904 27.809016),"POLYGON((-97.81052133031741 27.44746160224365,-97.81320498771426 28.16935836625361,-96.99860301228577 28.16935836625361,-97.0012866696826 27.44746160224365,-97.81052133031741 27.44746160224365))"
texmex002,campaign_texmex_freeport,POINT(-95.409948 29.004259),"POLYGON((-95.81906360024114 28.64273755409098,-95.8219161314017 29.36450719009968,-94.99797986859832 29.36450719009968,-95.00083239975886 28.64273755409098,-95.81906360024114 28.64273755409098))"
texmex003,campaign_texmex_port_arthur,POINT(-93.988229 29.953892),"POLYGON((-94.40111972254765 29.5923974601844,-94.40411241413682 30.31406367866935,-93.57234558586318 30.31406367866935,-93.57533827745235 29.5923974601844,-94.40111972254765 29.5923974601844))"
texmex004,campaign_texmex_lake_charles,POINT(-93.316006 30.125402),"POLYGON((-93.72959813626203 29.76391238102722,-93.73261673972236 30.48555970351942,-92.89939526027764 30.48555970351942,-92.90241386373799 29.76391238102722,-93.72959813626203 29.76391238102722))"
texmex005,campaign_texmex_harrington_station,POINT(-101.739486 35.298973),"POLYGON((-102.1773283480742 34.93763771181522,-102.1812294557649 35.65868759681252,-101.2977425442351 35.65868759681252,-101.3016436519258 34.93763771181522,-102.1773283480742 34.93763771181522))"
texmex006,campaign_texmex_fayette_station,POINT(-96.752407 29.908693),"POLYGON((-97.16511388607601 29.54719716635278,-97.16809978009974 30.26886835369029,-96.33671421990026 30.26886835369029,-96.339700113924 29.54719716635278,-97.16511388607601 29.54719716635278))"
texmex007,campaign_texmex_WA_parish_station,POINT(-95.683079 29.492793),"POLYGON((-96.09411393044263 29.13128532154702,-96.09703787671194 29.85300201355711,-95.26912012328812 29.85300201355711,-95.27204406955742 29.13128532154702,-96.09411393044263 29.13128532154702))"
texmex008,campaign_texmex_limestone_big_brown_stations,POINT(-96.144985 31.594193),"POLYGON((-96.56483867772045 31.23274619000033,-96.56808717230349 31.95422909512812,-95.72188282769652 31.95422909512812,-95.72513132227957 31.23274619000033,-96.56483867772045 31.23274619000033))"
texmex009,campaign_texmex_martin_lake_pirkey_stations,POINT(-94.532219 32.34324),"POLYGON((-94.95544771515053 31.98181541496874,-94.95881928973802 32.70321277179492,-94.10561871026196 32.70321277179492,-94.10899028484945 31.98181541496874,-94.95544771515053 31.98181541496874))"
texmex010,campaign_texmex_baton_rouge,POINT(-91.172076 30.30348),"POLYGON((-91.5864028723 29.94199550889086,-91.5864028723 30.66362314293601,-90.7547034203 30.66362314293601,-90.7547034203 29.94199550889086,-91.5864028723 29.94199550889086))"
texmex012,campaign_texmex_fort_worth,POINT(-97.410847 32.740462),"POLYGON((-97.835917286567 32.37904928828154,-97.83935583835884 33.10040083989261,-96.98233816164117 33.10040083989261,-96.98577671343301 32.37904928828154,-97.835917286567 32.37904928828154))"
texmex013,campaign_texmex_amarillo_south01,POINT(-102.909702 34.502617),"POLYGON((-103.3433942231234 34.14125749308692,-103.3471452536249 34.86240243416032,-102.4722587463751 34.86240243416032,-102.4760097768766 34.14125749308692,-103.3433942231234 34.14125749308692))"
texmex014,campaign_texmex_amarillo_south02,POINT(-102.435868 34.673764),"POLYGON((-102.8704384033562 34.31240969272257,-102.8742211988736 35.03353428860159,-101.9975148011264 35.03353428860159,-102.0012975966438 34.31240969272257,-102.8704384033562 34.31240969272257))"
texmex015,campaign_texmex_amarillo_north01,POINT(-102.595969 36.112778),"POLYGON((-103.0382245950521 35.75146748950557,-103.04228527659 36.47241925729869,-102.14965272341 36.47241925729869,-102.1537134049479 35.75146748950557,-103.0382245950521 35.75146748950557))"
