Target ID,Target Name,Site Center WKT,Site Shape WKT
texmex016,campaign_texmex_amarillo_north02,POINT(-102.131864 36.10232),"POLYGON((-102.574061748259 35.74100917117586,-102.5781203376807 36.46196220579625,-101.6856076623193 36.46196220579625,-101.689666251741 35.74100917117586,-102.574061748259 35.74100917117586))"
texmex017,campaign_texmex_permian01b,POINT(-104.277874 32.72488),"POLYGON((-104.7028713586559 32.36346682149944,-104.7063072601688 33.08482017550613,-103.8494407398312 33.08482017550613,-103.8528766413441 32.36346682149944,-104.7028713586559 32.36346682149944))"
texmex018,campaign_texmex_permian01c,POINT(-103.851187 32.160132),"POLYGON((-104.273578989459 31.79870196104174,-104.2769200935682 32.52012033176705,-103.4254539064318 32.52012033176705,-103.428795010541 31.79870196104174,-104.273578989459 31.79870196104174))"
texmex019,campaign_texmex_permian01d,POINT(-103.36037 31.564529),"POLYGON((-103.7800925996167 31.20308131474414,-103.783336304069 31.92456758490538,-102.937403695931 31.92456758490538,-102.9406474003833 31.20308131474414,-103.7800925996167 31.20308131474414))"
texmex020,campaign_texmex_permian01e,POINT(-103.149268 31.218347),"POLYGON((-103.5674752042693 30.85688913055317,-103.5706634681628 31.57841453881304,-102.7278725318372 31.57841453881304,-102.7310607957307 30.85688913055317,-103.5674752042693 30.85688913055317))"
texmex021,campaign_texmex_permian02b,POINT(-102.197474 33.001347),"POLYGON((-102.6237737235099 32.63994211503879,-102.6272569309549 33.36126342313891,-101.7676910690451 33.36126342313891,-101.7711742764901 32.63994211503879,-102.6237737235099 32.63994211503879))"
texmex022,campaign_texmex_permian02c,POINT(-102.010295 32.314015),"POLYGON((-102.4333896568917 31.9525895436414,-102.4367563513099 32.67399025871498,-101.5838336486901 32.67399025871498,-101.5872003431083 31.9525895436414,-102.4333896568917 31.9525895436414))"
texmex023,campaign_texmex_permian02d,POINT(-101.799985 31.605376),"POLYGON((-102.2198881432049 31.24392952006502,-102.2231384452474 31.9654111561523,-101.3768315547526 31.9654111561523,-101.3800818567951 31.24392952006502,-102.2198881432049 31.24392952006502))"
texmex024,campaign_texmex_oakgrove_powerplant,POINT(-96.4853 31.185),"POLYGON((-96.9033626121 30.82354115255108,-96.9033626121 31.54507031792717,-96.0640544202 31.54507031792717,-96.0640544202 30.82354115255108,-96.9033626121 30.82354115255108))"
texmex025,campaign_texmex_hunters_powerplant,POINT(-111.0289 39.1747),"POLYGON((-111.4894482379 38.81348185944778,-111.4894482379 39.53405694383132,-110.5636270627 39.53405694383132,-110.5636270627 38.81348185944778,-111.4894482379 38.81348185944778))"
texmex026,campaign_texmex_brame_powerplant,POINT(-92.716 31.395),"POLYGON((-93.13497721257647 31.03354732039836,-93.13497721257647 31.75505278746493,-92.29702278742337 31.75505278746493,-92.29702278742337 31.03354732039836,-93.13497721257647 31.03354732039836))"
texmex027,campaign_texmex_sanjuan_powerplant,POINT(-108.441736 36.80089),"POLYGON((-108.8878642658 36.43960041584935,-108.8878642658 37.16046850635333,-107.9914069289 37.16046850635333,-107.9914069289 36.43960041584935,-108.8878642658 36.43960041584935))"
texmex028,campaign_texmex_craig_powerplant,POINT(-107.5912 40.4627),"POLYGON((-108.0603153953 40.1015197004002,-108.0603153953 40.82193348944772,-107.1170461065 40.82193348944772,-107.1170461065 40.1015197004002,-108.0603153953 40.1015197004002))"
val001,validation_eastern_colorado,POINT(-104.2423 39.9122),"POLYGON((-103.8348227343859 39.59625517547415,-103.8310699402132 40.22668262552232,-104.6535300597868 40.22668262552232,-104.6497772656141 39.59625517547415,-103.8348227343859 39.59625517547415))"
val002,val_Toulouse_France,POINT(1.497266 43.562153),"POLYGON((1.996119 43.920399,0.998413 43.920399,1.004328 43.201763,1.990204 43.201763,1.996119 43.920399))"
val003_TAO,val_Tokyo_Atacama_Observatory,POINT(-67.74194 -22.98678),"POLYGON((-67.352654 -22.62698,-68.131233 -22.62698,-68.133308 -23.345625,-67.350578 -23.345625,-67.352654 -22.62698))"
val004,val_Kolkata_Vertex70_site,POINT(88.5242 22.963),"POLYGON((88.915497 23.321844,88.132904 23.321844,88.134979 22.603199,88.913422 22.603199,88.915497 23.321844))"
val005_Uyuni,val_salar_de_Uyuni_Bolivia,POINT(-67.4 -20.2),"POLYGON((-67.017998 -19.840263,-67.781998 -19.840263,-67.783768 -20.558908,-67.016235 -20.558908,-67.017998 -19.840263))"
val006_Garmish_Zugspitze,val006_Garmish_Zugspitze_Germany,POINT(11.063 47.467),"POLYGON((11.598193 47.825085,10.527807 47.825085,10.535074 47.106453,11.590926 47.106453,11.598193 47.825085))"
val007_Reims,val007_Reims_France,POINT(4.06058 49.294685),"POLYGON((4.615594 49.652687,3.505566 49.652687,3.513599 48.934059,4.607561 48.934059,4.615594 49.652687))"
val008,val_AireSurlAdour_France,POINT(0.2623 43.7),"POLYGON((0.762313 44.058243,-0.237713 44.058243,-0.231756 43.339607,0.756356 43.339607,0.762313 44.058243))"
val009,val009_LIRF_Colorado,POINT(-104.636681 40.447842),"POLYGON((-104.399963 40.627262,-104.873405 40.627262,-104.872139 40.267941,-104.401222 40.267941,-104.399963 40.627262))"
val010,val_el_alto_bolivia,POINT(-68.1857 -16.4799),"POLYGON((-67.811668 -16.120245,-68.559731 -16.120245,-68.561119 -16.83889,-67.81028 -16.83889,-67.811668 -16.120245))"
val011,val_toledo_bolivia,POINT(-67.4 -18.18),"POLYGON((-67.022568 -17.820307,-67.777435 -17.820307,-67.778992 -18.538952,-67.021011 -18.538952,-67.022568 -17.820307))"
val012,val012_CAO_Colorado,POINT(-103.972275 39.922722),"POLYGON((-103.501266 40.281097,-104.443283 40.281097,-104.43837 39.562458,-103.50618 39.562458,-103.501266 40.281097))"
volcano0001,v257040_Ambrym,POINT(168.12 -16.25),"POLYGON((167.7451274701081 -16.6111191553038,167.7464950892436 -15.88820794549787,168.4935049107564 -15.88820794549787,168.4948725298919 -16.6111191553038,167.7451274701081 -16.6111191553038))"
volcano0002,v341090_Popocatepetl,POINT(-98.62200000000001 19.023),"POLYGON((-99.00113555179068 18.66124846791533,-99.00277805652628 19.38395631451523,-98.24122194347375 19.38395631451523,-98.24286444820935 18.66124846791533,-99.00113555179068 18.66124846791533))"
volcano0003,v211060_Etna,POINT(15 37.73),"POLYGON((14.54842906471774 37.36873856213576,14.5440310095984 38.08949271862829,15.4559689904016 38.08949271862829,15.45157093528226 37.36873856213576,14.54842906471774 37.36873856213576))"
volcano0004,v263250_Merapi,POINT(110.44 -7.56),"POLYGON((110.0772350957521 -7.921524080699717,110.0778384310604 -7.198168903866994,110.8021615689396 -7.198168903866994,110.8027649042479 -7.921524080699717,110.0772350957521 -7.921524080699717))"
volcano0005,v332010_Kilauea_Hawaii,POINT(-155.29 19.42),"POLYGON((-155.6700286177191 19.05825524361829,-155.6717121584575 19.78093173089683,-154.9082878415424 19.78093173089683,-154.9099713822809 19.05825524361829,-155.6700286177191 19.05825524361829))"
volcano0006,v211040_Stromboli,POINT(15.214823 38.78782),"POLYGON((14.75674237220204 38.42659033798846,14.75210765325102 39.14721358488698,15.67753834674897 39.14721358488698,15.67290362779795 38.42659033798846,14.75674237220204 38.42659033798846))"
volcano0007,v257030_Aoba_Ambae,POINT(167.83 -15.4),"POLYGON((167.4567282993916 -15.76116590436045,167.4580153597856 -15.03819803340205,168.2019846402145 -15.03819803340205,168.2032717006086 -15.76116590436045,167.4567282993916 -15.76116590436045))"
volcano0008,v357120_Villarrica,POINT(-71.93 -39.42),"POLYGON((-72.39692038483446 -39.77933360571765,-72.39213763933078 -39.05878913110633,-71.46786236066923 -39.05878913110633,-71.46307961516555 -39.77933360571765,-72.39692038483446 -39.77933360571765))"
volcano0009,v332020_Mauna_Loa_Hawaii,POINT(-155.61 19.48),"POLYGON((-155.9901655392765 19.11825628794304,-155.9918553217036 19.84092798824492,-155.2281446782964 19.84092798824492,-155.2298344607235 19.11825628794304,-155.9901655392765 19.11825628794304))"
volcano0010,v252120_Ulawun,POINT(151.33 -5.05),"POLYGON((150.9690758788434 -5.411610139412854,150.9694756852295 -4.688185374591241,151.6905243147706 -4.688185374591241,151.6909241211567 -5.411610139412854,150.9690758788434 -5.411610139412854))"
volcano0011,v273030_Mayon,POINT(13.26 13.26),"POLYGON((12.89143414974623 12.89817863709934,12.89034335409266 13.62127686720144,13.62965664590732 13.62127686720144,13.62856585025375 12.89817863709934,12.89143414974623 12.89817863709934))"
volcano0012,v345070_Turrialba,POINT(-83.76700000000001 10.025),"POLYGON((-84.1314634514297 9.663165319915148,-84.13227237436202 10.38642591981521,-83.401727625638 10.38642591981521,-83.40253654857034 9.663165319915148,-84.1314634514297 9.663165319915148))"
volcano0013,v233020_Piton_de_la_Fournaise_Reunion,POINT(55.713 -21.231),"POLYGON((55.32673161072881 -21.59181565075672,55.32860841258457 -20.86928903285666,56.09739158741542 -20.86928903285666,56.09926838927117 -21.59181565075672,55.32673161072881 -21.59181565075672))"
volcano0014,v282110_Aso,POINT(131.11 32.88),"POLYGON((130.6842741145479 32.5185914718661,130.6808117446997 33.23992686286523,131.5391882553004 33.23992686286523,131.5357258854521 32.5185914718661,130.6842741145479 32.5185914718661))"
volcano0015,v342090_Fuego,POINT(-90.88 14.47),"POLYGON((-91.25042794212284 14.10818860887478,-91.25162861554041 14.83121531879956,-90.50837138445958 14.83121531879956,-90.50957205787715 14.10818860887478,-91.25042794212284 14.10818860887478))"
volcano0016,v252140_Rabaul_Tarvurvur,POINT(152.203 -4.271),"POLYGON((151.8425039899198 -4.632633982483173,151.8428415038363 -3.909193190235587,152.5631584961636 -3.909193190235587,152.5634960100801 -4.632633982483173,151.8425039899198 -4.632633982483173))"
volcano0017,v354006_Sabancaya,POINT(-71.85967790000001 -15.79516732),"POLYGON((-72.2336819375807 -16.15631167794517,-72.23235762276362 -15.4333698095087,-71.4869981772364 -15.4333698095087,-71.48567386241932 -16.15631167794517,-72.2336819375807 -16.15631167794517))"
volcano0018,v282080_Sakurajima,POINT(130.657 31.585),"POLYGON((130.2371869647367 31.22355291871228,130.2339399553081 31.94503686686791,131.080060044692 31.94503686686791,131.0768130352634 31.22355291871228,130.2371869647367 31.22355291871228))"
volcano0019,v273070_Taal,POINT(120.994 14.008),"POLYGON((120.6243046211532 13.64618449170221,120.6231462235269 14.36923918704372,121.3648537764732 14.36923918704372,121.3636953788468 13.64618449170221,120.6243046211532 13.64618449170221))"
volcano0020,v223030_Nyiragongo,POINT(29.25 -1.52),"POLYGON((28.89048131029298 -1.881707311214544,28.89060094614922 -1.158231271228296,29.60939905385078 -1.158231271228296,29.60951868970702 -1.881707311214544,28.89048131029298 -1.881707311214544))"
volcano0021,v262000_Krakatau_Anak_Krakatau,POINT(105.42 -6.1),"POLYGON((105.0583919915501 -6.461575851782998,105.0588763571678 -5.738176879285792,105.7811236428323 -5.738176879285792,105.7816080084499 -6.461575851782998,105.0583919915501 -6.461575851782998))"
volcano0022,v323150_Mammoth_Mountain_LVC,POINT(-119.032 37.631),"POLYGON((-119.4829790059025 37.26973557158406,-119.4873555851605 37.99050191709609,-118.5766444148395 37.99050191709609,-118.5810209940976 37.26973557158406,-119.4829790059025 37.26973557158406))"
volcano0023,v241040_White_Island,POINT(177.1806283 -37.52019052),"POLYGON((176.7259557244302 -37.8797027166268,176.7303083981136 -37.15892274153305,177.6309482018863 -37.15892274153305,177.6353008755698 -37.8797027166268,176.7259557244302 -37.8797027166268))"
volcano0024,v257100_Yasur,POINT(169.447 -19.532),"POLYGON((169.0650201789199 -19.89292473884182,169.0667153793684 -19.17025719730131,169.8272846206316 -19.17025719730131,169.8289798210801 -19.89292473884182,169.0650201789199 -19.89292473884182))"
volcano0025,v2110010_Campi_Flegrei_and_Pisciarelli,POINT(14.139 40.827),"POLYGON((13.6673594736541 40.46583023144828,13.66222801917243 41.18619816397099,14.61577198082759 41.18619816397099,14.61064052634592 40.46583023144828,13.6673594736541 40.46583023144828))"
volcano0026,v354020_Ubinas,POINT(-70.9 -16.34),"POLYGON((-71.27504765197013 -16.7011141174153,-71.27367140868249 -15.97820906615353,-70.52632859131752 -15.97820906615353,-70.52495234802988 -16.7011141174153,-71.27504765197013 -16.7011141174153))"
volcano0027,v251020_Manam,POINT(145.04 -4.08),"POLYGON((144.6795987045151 -4.441639620956625,144.6799209949966 -3.718195304785602,145.4000790050034 -3.718195304785602,145.4004012954848 -4.441639620956625,144.6795987045151 -4.441639620956625))"
volcano0028,v351020_Nevado_del_Ruiz,POINT(-75.322 4.895),"POLYGON((-75.6824461912184 4.533186826502369,-75.68283357547095 5.256614991863277,-74.96116642452905 5.256614991863277,-74.9615538087816 4.533186826502369,-75.6824461912184 4.533186826502369))"
volcano0029,v344100_Masaya,POINT(-86.16 11.98),"POLYGON((-86.52679248377746 11.61817099805516,-86.52776984328288 12.34133856026082,-85.79223015671711 12.34133856026082,-85.79320751622254 11.61817099805516,-86.52679248377746 11.61817099805516))"
volcano0030,v263310_Bromo,POINT(112.95 -7.94),"POLYGON((112.5868942822934 -8.30150982676112,112.5875288913533 -7.578167550224307,113.3124711086467 -7.578167550224307,113.3131057177065 -8.30150982676112,112.5868942822934 -8.30150982676112))"
volcano0031,v264020_Agung,POINT(115.51 -8.34),"POLYGON((115.1465176567611 -8.701494475818825,115.1471853387982 -7.978166443861687,115.8728146612018 -7.978166443861687,115.8734823432389 -8.701494475818825,115.1465176567611 -8.701494475818825))"
volcano0032,v211050_Vulcano,POINT(14.962 38.404),"POLYGON((14.50632097603392 38.04275885039675,14.50177368063007 38.76342973319375,15.42222631936991 38.76342973319375,15.41767902396606 38.04275885039675,14.50632097603392 38.04275885039675))"
volcano0033,v222120_Oldoinyo_Lengai,POINT(35.914 -2.764),"POLYGON((35.55414210738851 -3.125676249329467,35.55435994805708 -2.402212013209265,36.27364005194289 -2.402212013209265,36.27385789261146 -3.125676249329467,35.55414210738851 -3.125676249329467))"
volcano0034,v345040_Poas,POINT(-84.23299999999999 10.2),"POLYGON((-84.59765355422832 9.838165526365858,-84.59847734102335 10.56141844078184,-83.86752265897664 10.56141844078184,-83.86834644577166 9.83816552636586,-84.59765355422832 9.838165526365858))"
volcano0035,v241100_Ruapehu,POINT(175.57 -39.28),"POLYGON((175.104022338958 -39.63934693552881,175.1087718600436 -38.91878498429887,176.0312281399563 -38.91878498429887,176.035977661042 -39.63934693552881,175.104022338958 -39.63934693552881))"
volcano0036,v325010_Yellowstone,POINT(-110.7 44.4),"POLYGON((-110.2009559431999 44.03892773450237,-110.1947987889341 44.75884223444049,-111.2052012110659 44.75884223444049,-111.1990440568001 44.03892773450237,-110.2009559431999 44.03892773450237))"
volcano0037,v353010_Fernandina_Galapagos,POINT(-91.55 -0.37),"POLYGON((-91.90935522329949 -0.7317329551933389,-91.9093261173623 -0.008252097451687406,-91.19067388263774 -0.008252097451687318,-91.19064477670055 -0.7317329551933388,-91.90935522329949 -0.7317329551933389))"
volcano0038,v221080_Erta_Ale,POINT(40.67 13.6),"POLYGON((40.30092934086258 13.23818117292988,40.29980794313846 13.96125988799192,41.04019205686157 13.96125988799192,41.03907065913745 13.23818117292988,40.30092934086258 13.23818117292988))"
volcano0039,v268010_Dukono,POINT(127.88 1.68),"POLYGON((127.5205793976704 1.318228604427667,127.5204471515123 2.041703509829771,128.2395528484878 2.041703509829771,128.2394206023296 1.318228604427667,127.5205793976704 1.318228604427667))"
volcano0040,v357090_Copahue,POINT(-71.16 -37.86),"POLYGON((-71.61677906764535 -38.21948061912153,-71.61235264122328 -37.49874248537171,-70.70764735877673 -37.49874248537171,-70.70322093235464 -38.21948061912153,-71.61677906764535 -38.21948061912153))"
volcano0041,v342110_Pacaya,POINT(-90.601 14.382),"POLYGON((-90.97128633504184 14.02018779546127,-90.97247892418473 14.74321990003867,-90.22952107581526 14.74321990003867,-90.23071366495816 14.02018779546127,-90.97128633504184 14.02018779546127))"
volcano0042,v332010_East_Rift_Zone_Hawaii,POINT(-154.91 19.275),"POLYGON((-155.2896998421261 18.913252741746,-155.2913683421777 19.63594074614318,-154.5286316578223 19.63594074614318,-154.5303001578739 18.913252741746,-155.2896998421261 18.913252741746))"
volcano0043,v283110_Asama,POINT(138.53 36.4),"POLYGON((138.0861439352134 36.03869822952642,138.0820253608321 36.75961514647064,138.9779746391679 36.75961514647064,138.9738560647866 36.03869822952642,138.0861439352134 36.03869822952642))"
volcano0044,v342030_Santiaguito_Santa_Maria,POINT(-91.552 14.757),"POLYGON((-91.92289658284963 14.39519135647196,-91.92412372812197 15.11820026386964,-91.17987627187806 15.11820026386964,-91.1811034171504 14.39519135647196,-91.92289658284963 14.39519135647196))"
volcano0045,v305060_Changbaishan_CN_Baekdusan_Paekdusan_NK,POINT(128.08 41.98),"POLYGON((127.6000550169375 41.61886294720346,127.5946161589341 42.33908518233147,128.565383841066 42.33908518233147,128.5599449830626 41.61886294720346,127.6000550169375 41.61886294720346))"
volcano0046,v224010_Mt._Cameroon,POINT(9.175 4.211),"POLYGON((8.814866906970963 3.849193846055426,8.814534177262487 4.572635762535696,9.535465822737535 4.572635762535696,9.53513309302906 3.849193846055426,8.814866906970963 3.849193846055426))"
volcano0047,v353050_Sierra_Negra,POINT(-91.17 -0.83),"POLYGON((-91.52940333393828 -1.191723050868928,-91.52933803313687 -0.468243416885528,-90.81066196686314 -0.4682434168855279,-90.81059666606173 -1.191723050868928,-91.52940333393828 -1.191723050868928))"
volcano0048,v223020_Nyamuragira,POINT(29.2 -1.408),"POLYGON((28.84050356084609 -1.769709938201444,28.84061437227558 -1.046233171452108,29.5593856277244 -1.046233171452108,29.55949643915389 -1.769709938201444,28.84050356084609 -1.769709938201444))"
volcano0049,v224030_Oku_Volcanic_Field_Lake_Nyos,POINT(10.298 6.437),"POLYGON((9.936657996106987 6.075174644613453,9.936146324618278 6.798564324326778,10.65985367538173 6.798564324326778,10.65934200389302 6.075174644613453,9.936657996106987 6.075174644613453))"
volcano0050,v263280_Kelut,POINT(112.31 -7.93),"POLYGON((111.9469034626781 -8.291510205979721,111.9475372469609 -7.568167582060713,112.672462753039 -7.568167582060713,112.673096537322 -8.291510205979721,111.9469034626781 -8.291510205979721))"
volcano0051,v255020_Bagana,POINT(155.23 -6.09),"POLYGON((154.868399086435 -6.451576189965731,154.8688826431007 -5.728176949231878,155.5911173568993 -5.728176949231878,155.5916009135651 -6.451576189965731,154.868399086435 -6.451576189965731))"
volcano0052,v344090_Momotombo,POINT(-86.539 12.423),"POLYGON((-86.90638367508966 12.06117329734251,-86.90739998889467 12.78431760862976,-86.17060001110534 12.78431760862976,-86.17161632491035 12.06117329734251,-86.90638367508966 12.06117329734251))"
volcano0053,v282030_Suwanosejima_Marianas,POINT(129.716 29.635),"POLYGON((129.3043973492387 29.27349635912926,129.3014523423032 29.99519753609949,130.1305476576969 29.9951975360995,130.1276026507613 29.27349635912926,129.3043973492387 29.27349635912926))"
volcano0054,v282060_Satsuma-Iwojima_Kikai,POINT(130.308 30.789),"POLYGON((129.8916360720374 30.42752958145142,129.8885154114577 31.14910318577392,130.7274845885423 31.14910318577392,130.7243639279625 30.42752958145142,129.8916360720374 30.42752958145142))"
volcano0055,v221101_Nabro,POINT(41.7 13.37),"POLYGON((41.33127239353459 13.00817943452055,41.33017171976769 13.73127140100172,42.06982828023229 13.73127140100172,42.06872760646539 13.00817943452055,41.33127239353459 13.00817943452055))"
volcano0056,v261080_Sinabung,POINT(98.391 3.17),"POLYGON((98.03124474845816 2.808206458572493,98.03099475771342 3.53166536273342,98.75100524228662 3.53166536273342,98.75075525154188 2.808206458572493,98.03124474845816 2.808206458572493))"
volcano0057,v263300_Semeru,POINT(112.922 -8.107999999999999),"POLYGON((112.5587383376669 -8.469503422655457,112.559386817759 -7.746167045879623,113.2846131822411 -7.746167045879623,113.2852616623331 -8.469503422655457,112.5587383376669 -8.469503422655457))"
volcano0058,v261170_Kerinci,POINT(101.26 -1.7),"POLYGON((100.9004426853721 -2.06170303063969,100.9005765081679 -1.338228275029338,101.619423491832 -1.338228275029338,101.6195573146279 -2.06170303063969,100.9004426853721 -2.06170303063969))"
volcano0059,v266100_Lokon-Empung_Sulawesi,POINT(124.79 1.36),"POLYGON((124.4306197084721 0.9982339942760861,124.4305126782866 1.721711055488873,125.1494873217133 1.721711055488873,125.1493802915279 0.9982339942760861,124.4306197084721 0.9982339942760861))"
volcano0060,v354010_Misti,POINT(-71.40899999999999 -16.294),"POLYGON((-71.78395800964017 -16.65511669443342,-71.78258617656692 -15.93220849168903,-71.03541382343305 -15.93220849168903,-71.0340419903598 -16.65511669443342,-71.78395800964017 -16.65511669443342))"
volcano0061,v351110_Chiles-Cerro_Negro,POINT(-77.964 0.826),"POLYGON((-78.32333783035881 0.464243490354083,-78.32340281634916 1.18772313902177,-77.60459718365084 1.18772313902177,-77.60466216964119 0.4642434903540831,-78.32333783035881 0.464243490354083))"
volcano0062,v266030_Soputan,POINT(124.734 1.113),"POLYGON((124.3746432039871 0.7512383085619115,124.3745556258461 1.474716723647673,125.0934443741538 1.474716723647673,125.0933567960128 0.7512383085619116,124.3746432039871 0.7512383085619115))"
volcano0063,v284040_Miyake-jima_Marianas,POINT(139.526 34.094),"POLYGON((139.0943746253377 33.73262809594283,139.0906983857731 34.45382141980484,139.961301614227 34.45382141980484,139.9576253746624 33.73262809594283,139.0943746253377 33.73262809594283))"
volcano0064,v360050_Soufriere_Hills_Montserrat,POINT(-62.18 16.72),"POLYGON((-62.55438619120835 16.3582139457639,-62.55579905420149 17.08109266159155,-61.80420094579856 17.08109266159155,-61.80561380879168 16.3582139457639,-62.55438619120835 16.3582139457639))"
volcano0065,v267020_Karangetan,POINT(125.41 2.78),"POLYGON((125.0503557490709 2.418211787526193,125.050136642487 3.141675827283797,125.7698633575131 3.141675827283797,125.7696442509292 2.418211787526193,125.0503557490709 2.418211787526193))"
volcano0066,v351050_Nevado_del_Huila,POINT(-76.03399999999999 2.917),"POLYGON((-76.39368134949966 2.555209877910447,-76.39391129901419 3.278672190064754,-75.6740887009858 3.278672190064754,-75.67431865050033 2.555209877910447,-76.39368134949966 2.555209877910447))"
volcano0067,v263350_Kawah_Ijen_Ijen,POINT(114.24 -8.06),"POLYGON((113.8767832236321 -8.421505258800044,113.8774277377088 -7.698167184106135,114.6025722622912 -7.698167184106135,114.603216776368 -8.421505258800044,113.8767832236321 -8.421505258800044))"
volcano0068,v311290_Okmok,POINT(-168.13 53.43),"POLYGON((-168.7267545140091 53.06908555330611,-168.736907330284 53.7878606558634,-167.523092669716 53.7878606558634,-167.5332454859909 53.06908555330611,-168.7267545140091 53.06908555330611))"
volcano0069,v252010_Langila,POINT(148.42 -5.53),"POLYGON((148.0587785208386 -5.891594771222341,148.0592168906931 -5.168181201963734,148.7807831093069 -5.168181201963734,148.7812214791613 -5.891594771222341,148.0587785208386 -5.891594771222341))"
volcano0070,v351080_Galeras,POINT(-77.39 1.2),"POLYGON((-77.74936431462326 0.8382367736324697,-77.74945874328044 1.561714742682361,-77.0305412567196 1.561714742682361,-77.03063568537678 0.8382367736324698,-77.74936431462326 0.8382367736324697))"
volcano0071,v360101_Morne_Watt_Dominica_Island,POINT(-61.31 15.31),"POLYGON((-61.68182915512958 14.9481970558354,-61.6831077775192 15.67117076590586,-60.93689222248081 15.67117076590586,-60.93817084487043 14.9481970558354,-61.68182915512958 14.9481970558354))"
volcano0072,v343020_Santa_Ana,POINT(-89.63 13.853),"POLYGON((-89.99945560213416 13.49118319565023,-90.00059990713834 14.21424709316826,-89.25940009286165 14.21424709316826,-89.26054439786583 13.49118319565023,-89.99945560213416 13.49118319565023))"
volcano0073,v264270_Sirung_Pantar,POINT(124.1274858 -8.509004591),"POLYGON((123.7638387965585 -8.870492474123765,123.7645205015755 -8.147170665074732,124.4904510984245 -8.147170665074732,124.4911328034415 -8.870492474123765,123.7638387965585 -8.870492474123765))"
volcano0074,v321050_Mount_St._Helens,POINT(-122.18 46.2),"POLYGON((-122.6948855606264 45.83897144449167,-122.7016521778541 46.55865636390239,-121.6583478221459 46.55865636390239,-121.6651144393736 45.83897144449167,-122.6948855606264 45.83897144449167))"
volcano0075,v283030_Fuji-san,POINT(138.73 35.36),"POLYGON((138.2918328251919 34.9986665696564,138.2879199735721 35.71970913023435,139.172080026428 35.71970913023435,139.1681671748082 34.9986665696564,138.2918328251919 34.9986665696564))"
volcano0076,v355838_Uturuncu,POINT(-67.18 -22.27),"POLYGON((-67.56910822747378 -22.6307461894791,-67.56711567414105 -21.90831044052499,-66.79288432585896 -21.90831044052499,-66.79089177252624 -22.6307461894791,-67.56910822747378 -22.6307461894791))"
volcano0077,v344020_San_Cristobal,POINT(-87.00399999999999 12.702),"POLYGON((-87.37176821961715 12.34017493347303,-87.37280922959731 13.06330419571871,-86.63519077040269 13.06330419571871,-86.63623178038284 12.34017493347303,-87.37176821961715 12.34017493347303))"
volcano0078,v355100_Lascar,POINT(-67.73 -23.37),"POLYGON((-68.12230191119583 -23.73067042533769,-68.12018254211047 -23.00833459991636,-67.33981745788955 -23.00833459991636,-67.33769808880419 -23.73067042533769,-68.12230191119583 -23.73067042533769))"
volcano0079,v355120_Lastarria,POINT(-68.5 -25.17),"POLYGON((-68.89796188931524 -25.53054162925787,-68.89562457318222 -24.80837718785119,-68.1043754268178 -24.80837718785119,-68.10203811068476 -25.53054162925787,-68.89796188931524 -25.53054162925787))"
volcano0080,v357061_Laguna_del_Maule,POINT(-70.49 -36.06),"POLYGON((-70.9360141014758 -36.41964604245002,-70.93196396689872 -35.69868788294763,-70.04803603310127 -35.69868788294763,-70.04398589852418 -36.41964604245002,-70.9360141014758 -36.41964604245002))"
volcano0081,v300070_Gorely,POINT(158.03 52.56),"POLYGON((157.4449669506201 52.19907863624547,157.4353251380452 52.9179611032839,158.6246748619547 52.9179611032839,158.6150330493798 52.19907863624547,157.4449669506201 52.19907863624547))"
volcano0082,v300060_Mutnovsky,POINT(158.196 52.449),"POLYGON((157.612419712348 52.08807759227701,157.6028405989478 52.80697381478755,158.7891594010522 52.80697381478755,158.779580287652 52.08807759227701,157.612419712348 52.08807759227701))"
volcano0083,v282090_Shinmoedake_Kirishimayama,POINT(130.882 31.911),"POLYGON((130.4607342412435 31.54956256172714,130.4574341933546 32.27100941901608,131.3065658066454 32.27100941901608,131.3032657587565 31.54956256172714,130.4607342412435 31.54956256172714))"
volcano0084,v283040_Ontake-san_Nagoya,POINT(137.48 35.893),"POLYGON((137.0389538058753 35.53168279866873,137.0349368601885 36.25266115735281,137.9250631398115 36.25266115735281,137.9210461941248 35.53168279866873,137.0389538058753 35.53168279866873))"
volcano0085,v284010_Izu-Oshima,POINT(139.39 34.72),"POLYGON((138.9551910749144 34.35864709803002,138.951399652756 35.07976618959143,139.828600347244 35.07976618959143,139.8248089250856 34.35864709803002,138.9551910749144 34.35864709803002))"
volcano0086,v271011_Parker,POINT(124.892 6.113),"POLYGON((124.5308681687869 5.751176788669582,124.5303827514209 6.474575411811186,125.2536172485791 6.474575411811186,125.2531318312131 5.751176788669582,124.5308681687869 5.751176788669582))"
volcano0087,v352010_Reventador,POINT(-77.656 -0.077),"POLYGON((-78.0153365783125 -0.4387390187449282,-78.01533052132812 0.2847421293734423,-77.29666947867187 0.2847421293734423,-77.29666342168751 -0.4387390187449282,-78.0153365783125 -0.4387390187449282))"
volcano0088,v352006_Cayambe,POINT(-77.986 0.029),"POLYGON((-78.34533213260617 -0.332741165467018,-78.34533441380516 0.3907399939321485,-77.62666558619485 0.3907399939321485,-77.62666786739383 -0.3327411654670179,-78.34533213260617 -0.332741165467018))"
volcano0089,v284120_Ioto_Iwo-Jima,POINT(141.29 24.75),"POLYGON((140.8956935904959 24.38836693045966,140.8934083580308 25.1105722083337,141.6865916419691 25.1105722083337,141.684306409504 24.38836693045966,140.8956935904959 24.38836693045966))"
